model,dataset,log2eta,log10lmbda,seed,final_test-set-acc,l1-regret,l2-regret
FSOL,mnist8-4+9_binary_sparse,5.0,-2.0,4,0.8981479930308919,0.020585799596343757,0.031502832699584205
FSOL,mnist8-4+9_binary_sparse,5.0,-3.0,0,0.8580881860215774,0.023036477929941332,0.035952693141521753
FSOL,mnist8-4+9_binary_sparse,5.0,-3.0,1,0.9323171446760036,0.019038593658668963,0.026964139427106355
FSOL,mnist8-4+9_binary_sparse,5.0,-3.0,2,0.927638963345172,0.0221763074375856,0.032767193624955136
FSOL,mnist8-4+9_binary_sparse,5.0,-3.0,3,0.9355294679354016,0.025166585336078406,0.03815865125070042
FSOL,mnist8-4+9_binary_sparse,5.0,-3.0,4,0.9201191114387188,0.022446495973057718,0.03329589663351948
FSOL,mnist8-4+9_binary_sparse,5.0,-inf,0,0.8791295315955237,0.022366485417220916,0.03557505154109805
FSOL,mnist8-4+9_binary_sparse,5.0,-inf,1,0.9323150505930444,0.019664900698171398,0.028682389941784972
FSOL,mnist8-4+9_binary_sparse,5.0,-inf,2,0.9227429973865844,0.02164250288444383,0.032109325688981595
FSOL,mnist8-4+9_binary_sparse,5.0,-inf,3,0.9254988105608792,0.019840160928409407,0.029105682868535376
FSOL,mnist8-4+9_binary_sparse,5.0,-inf,4,0.9293854285331368,0.022372052360533294,0.03343106407359819
FSOL,mnist8-4+9_binary_sparse,5.0,0.0,0,0.8947932721302687,0.022560011856241558,0.03458589598842729
FSOL,mnist8-4+9_binary_sparse,5.0,0.0,1,0.9206572907592308,0.02050826669311709,0.02871592761134779
FSOL,mnist8-4+9_binary_sparse,5.0,0.0,2,0.9251323460430207,0.021763856028603597,0.030809525935446464
FSOL,mnist8-4+9_binary_sparse,5.0,0.0,3,0.9347085874153992,0.02309348467346897,0.03465795299065972
FSOL,mnist8-4+9_binary_sparse,5.0,0.0,4,0.9002253233264089,0.02166108009564614,0.032730311200545294
FSOL,mnist8-4+9_binary_sparse,5.0,1.0,0,0.8516300341754339,0.020791258161532836,0.03101849191725271
FSOL,mnist8-4+9_binary_sparse,5.0,1.0,1,0.9322250050257992,0.019792121421315843,0.0287531825583775
FSOL,mnist8-4+9_binary_sparse,5.0,1.0,2,0.9282504355692556,0.019371791284368587,0.03022758070483787
FSOL,mnist8-4+9_binary_sparse,5.0,1.0,3,0.9310774475641628,0.020858756053351118,0.030336296369928947
FSOL,mnist8-4+9_binary_sparse,5.0,1.0,4,0.9318208470146754,0.02031391091431063,0.029045488561707442
FSOL,mnist8-4+9_binary_sparse,5.0,2.0,0,0.8812152382228774,0.023857742019595025,0.038212199293596615
FSOL,mnist8-4+9_binary_sparse,5.0,2.0,1,0.919869915566575,0.02013429665019709,0.030612862230758525
FSOL,mnist8-4+9_binary_sparse,5.0,2.0,2,0.9259888259733298,0.02170510767152571,0.03205578399810819
FSOL,mnist8-4+9_binary_sparse,5.0,2.0,3,0.9354352342022382,0.020454732809942512,0.03132318502281887
FSOL,mnist8-4+9_binary_sparse,5.0,2.0,4,0.8862033438316692,0.021767214854736122,0.03504160623097477
FSOL,mnist8-4+9_binary_sparse,5.0,3.0,0,0.9223932855323996,0.025481464919258828,0.04486369540249005
FSOL,mnist8-4+9_binary_sparse,5.0,3.0,1,0.9256600549487368,0.022664042165625155,0.0342525290051534
FSOL,mnist8-4+9_binary_sparse,5.0,3.0,2,0.928761391811298,0.02221754635843533,0.03414439172765376
FSOL,mnist8-4+9_binary_sparse,5.0,3.0,3,0.9264495242243516,0.02368418193591797,0.04009819380069564
FSOL,mnist8-4+9_binary_sparse,5.0,3.0,4,0.9231722843932184,0.02346270674611517,0.041813114477284016
FSOL,mnist8-4+9_binary_sparse,6.0,-1.0,0,0.8960371574080279,0.023152937969364826,0.03218639822869632
FSOL,mnist8-4+9_binary_sparse,6.0,-1.0,1,0.9341075856061114,0.019167939565014554,0.026690337161923965
FSOL,mnist8-4+9_binary_sparse,6.0,-1.0,2,0.9185213261408564,0.021584397265699943,0.031580884734319435
FSOL,mnist8-4+9_binary_sparse,6.0,-1.0,3,0.9340573276150907,0.022880323615019026,0.030895439624244857
FSOL,mnist8-4+9_binary_sparse,6.0,-1.0,4,0.9307486765395698,0.019701775218398297,0.0297386063288886
FSOL,mnist8-4+9_binary_sparse,6.0,-2.0,0,0.910073795483482,0.021509735951481663,0.03315735964223997
FSOL,mnist8-4+9_binary_sparse,6.0,-2.0,1,0.9343965690544797,0.017784092831651298,0.024772101817486646
FSOL,mnist8-4+9_binary_sparse,6.0,-2.0,2,0.9226089760771964,0.02702713657832978,0.03982005283008546
FSOL,mnist8-4+9_binary_sparse,6.0,-2.0,3,0.9322710748509012,0.022208402887296627,0.03088148296491148
FSOL,mnist8-4+9_binary_sparse,6.0,-2.0,4,0.8929567613750586,0.02314494520717902,0.03178210262177276
FSOL,mnist8-4+9_binary_sparse,6.0,-3.0,0,0.9060573443677544,0.022935453977281445,0.034651747203000384
FSOL,mnist8-4+9_binary_sparse,6.0,-3.0,1,0.9279656402868056,0.01971291947177024,0.02862301199665808
FSOL,mnist8-4+9_binary_sparse,6.0,-3.0,2,0.9215744990953562,0.021240884726414,0.032687015556011265
FSOL,mnist8-4+9_binary_sparse,6.0,-3.0,3,0.9327715606781478,0.022592459775361694,0.03275697682376515
FSOL,mnist8-4+9_binary_sparse,6.0,-3.0,4,0.9037664176104,0.024182459645984703,0.03156452925789142
FSOL,mnist8-4+9_binary_sparse,6.0,-inf,0,0.8222793674194196,0.0210378105131092,0.031727457859956947
FSOL,mnist8-4+9_binary_sparse,6.0,-inf,1,0.9340740802787644,0.020946666070647817,0.0297293941402485
FSOL,mnist8-4+9_binary_sparse,6.0,-inf,2,0.9331464015278428,0.023262898058216956,0.03547767661962236
FSOL,mnist8-4+9_binary_sparse,6.0,-inf,3,0.916944481672586,0.021957475768350183,0.03151660677675782
FSOL,mnist8-4+9_binary_sparse,6.0,-inf,4,0.933114990283455,0.0236638320109235,0.036177792851889136
FSOL,mnist8-4+9_binary_sparse,6.0,0.0,0,0.915306908798499,0.02063082237996632,0.032040691560921104
FSOL,mnist8-4+9_binary_sparse,6.0,0.0,1,0.923517808081485,0.019611242414029006,0.02760996644219786
FSOL,mnist8-4+9_binary_sparse,6.0,0.0,2,0.9298293741204852,0.02195511214996045,0.03480875273151803
FSOL,mnist8-4+9_binary_sparse,6.0,0.0,3,0.9351420625879516,0.02457359702247103,0.03615461160658831
FSOL,mnist8-4+9_binary_sparse,6.0,0.0,4,0.9351420625879516,0.022391220476333035,0.03325100894632157
FSOL,mnist8-4+9_binary_sparse,6.0,1.0,0,0.8905632245527039,0.023997205871327542,0.03810028686094977
FSOL,mnist8-4+9_binary_sparse,6.0,1.0,1,0.9289728941901764,0.02001013411751277,0.029645096551167725
FSOL,mnist8-4+9_binary_sparse,6.0,1.0,2,0.936302184547343,0.021166658815583363,0.03323574255979943
FSOL,mnist8-4+9_binary_sparse,6.0,1.0,3,0.9308847919319172,0.02216544308639129,0.03129578150438019
FSOL,mnist8-4+9_binary_sparse,6.0,1.0,4,0.8960183106613951,0.021763068155807083,0.0337662583949432
FSOL,mnist8-4+9_binary_sparse,6.0,2.0,0,0.9085241740936808,0.025176433746034947,0.038960929081690764
FSOL,mnist8-4+9_binary_sparse,6.0,2.0,1,0.937971168665818,0.019860707821603096,0.029114963723103213
FSOL,mnist8-4+9_binary_sparse,6.0,2.0,2,0.9175727065603432,0.021796376514954956,0.034694346796022055
FSOL,mnist8-4+9_binary_sparse,6.0,2.0,3,0.9332741405883536,0.022251487089169932,0.033414164196582566
FSOL,mnist8-4+9_binary_sparse,6.0,2.0,4,0.8959575822555786,0.024064506794946688,0.03768678042657304
FSOL,mnist8-4+9_binary_sparse,6.0,3.0,0,0.9212373517389264,0.026146180757591928,0.039633984941842205
FSOL,mnist8-4+9_binary_sparse,6.0,3.0,1,0.9239973530791395,0.025939799551891112,0.04255938534757557
FSOL,mnist8-4+9_binary_sparse,6.0,3.0,2,0.924079022314548,0.023136900611256592,0.034930050823372076
FSOL,mnist8-4+9_binary_sparse,6.0,3.0,3,0.922518930509951,0.02444656290077844,0.036600445407625935
FSOL,mnist8-4+9_binary_sparse,6.0,3.0,4,0.8925253802854654,0.02599712766458581,0.04086537220735954
FSOL,mnist8-4+9_binary_sparse,7.0,-1.0,0,0.9119815050593044,0.021015781175048397,0.0330352268812045
FSOL,mnist8-4+9_binary_sparse,7.0,-1.0,1,0.9362812437177512,0.019608464125746534,0.028362036308809395
FSOL,mnist8-4+9_binary_sparse,7.0,-1.0,2,0.9327987837566172,0.019454403893783438,0.028932527937118452
FSOL,mnist8-4+9_binary_sparse,7.0,-1.0,3,0.9332196944314146,0.02030200988838414,0.031825164704125775
FSOL,mnist8-4+9_binary_sparse,7.0,-1.0,4,0.925167945453327,0.02129338193485642,0.033987238713692886
FSOL,mnist8-4+9_binary_sparse,7.0,-2.0,0,0.8794939020304229,0.021006616970415105,0.030830952399861708
FSOL,mnist8-4+9_binary_sparse,7.0,-2.0,1,0.9259301916504724,0.01983091378979755,0.027191323709150197
FSOL,mnist8-4+9_binary_sparse,7.0,-2.0,2,0.9305497386584468,0.02282108802081711,0.03624382803401656
FSOL,mnist8-4+9_binary_sparse,7.0,-2.0,3,0.9321894056154928,0.021560253111185267,0.03186218910674583
FSOL,mnist8-4+9_binary_sparse,7.0,-2.0,4,0.9213462440528044,0.023051468246570006,0.033754980907114936
FSOL,mnist8-4+9_binary_sparse,7.0,-3.0,0,0.9067588621590832,0.02078232202534061,0.030404430073807984
FSOL,mnist8-4+9_binary_sparse,7.0,-3.0,1,0.93354218320713,0.019540230194868318,0.030410699462797095
FSOL,mnist8-4+9_binary_sparse,7.0,-3.0,2,0.9285519835153788,0.02384127962484647,0.035498356457044286
FSOL,mnist8-4+9_binary_sparse,7.0,-3.0,3,0.9305539268243652,0.02267816167547876,0.0321132789294971
FSOL,mnist8-4+9_binary_sparse,7.0,-3.0,4,0.9340028814581518,0.025114554631265617,0.03542171509247005
FSOL,mnist8-4+9_binary_sparse,7.0,-inf,0,0.9243051832741406,0.020756311856308003,0.033634100485518945
FSOL,mnist8-4+9_binary_sparse,7.0,-inf,1,0.9341285264357032,0.019925904295515672,0.027482148860251746
FSOL,mnist8-4+9_binary_sparse,7.0,-inf,2,0.9267636366682304,0.020050730300028505,0.031239036938796188
FSOL,mnist8-4+9_binary_sparse,7.0,-inf,3,0.934817479729277,0.022312599064637516,0.032052266860430785
FSOL,mnist8-4+9_binary_sparse,7.0,-inf,4,0.9208897339677008,0.019041247545983568,0.029957560713676983
FSOL,mnist8-4+9_binary_sparse,7.0,0.0,0,0.897995124974871,0.021113145665903436,0.030918364442898118
FSOL,mnist8-4+9_binary_sparse,7.0,0.0,1,0.9323045801782484,0.019009691167133143,0.025464608617764152
FSOL,mnist8-4+9_binary_sparse,7.0,0.0,2,0.9238444850231188,0.022928933293215343,0.03334135487120277
FSOL,mnist8-4+9_binary_sparse,7.0,0.0,3,0.9218048482208672,0.021029143912347434,0.029797097878293027
FSOL,mnist8-4+9_binary_sparse,7.0,0.0,4,0.9297372344702808,0.02299656595274876,0.034654641467691795
FSOL,mnist8-4+9_binary_sparse,7.0,1.0,0,0.9099418682570528,0.021424376154026308,0.03374578549153778
FSOL,mnist8-4+9_binary_sparse,7.0,1.0,1,0.9133656938953294,0.01870939759743584,0.025077935886204057
FSOL,mnist8-4+9_binary_sparse,7.0,1.0,2,0.9229503115995444,0.02216956905182578,0.031998429032116305
FSOL,mnist8-4+9_binary_sparse,7.0,1.0,3,0.9325789050459024,0.02102715349686149,0.029586580527291816
FSOL,mnist8-4+9_binary_sparse,7.0,1.0,4,0.9045998626281578,0.0234006306631467,0.03341773871513804
FSOL,mnist8-4+9_binary_sparse,7.0,2.0,0,0.927628492930376,0.02231954478534368,0.0340462077915556
FSOL,mnist8-4+9_binary_sparse,7.0,2.0,1,0.932134959458554,0.020433719413119368,0.030548697427002527
FSOL,mnist8-4+9_binary_sparse,7.0,2.0,2,0.9159623567647256,0.020295810573485097,0.03397108047486857
FSOL,mnist8-4+9_binary_sparse,7.0,2.0,3,0.9316323795483482,0.021938556454486238,0.03136403057741688
FSOL,mnist8-4+9_binary_sparse,7.0,2.0,4,0.9053956141526502,0.0226634616277751,0.033128272111087154
FSOL,mnist8-4+9_binary_sparse,7.0,3.0,0,0.8898721771761711,0.02450328974212842,0.038966437333140896
FSOL,mnist8-4+9_binary_sparse,7.0,3.0,1,0.9213671848823964,0.023510922487913217,0.039441908153195045
FSOL,mnist8-4+9_binary_sparse,7.0,3.0,2,0.9258338638343496,0.027041245721436125,0.042059887696274736
FSOL,mnist8-4+9_binary_sparse,7.0,3.0,3,0.9255532567178182,0.024263195874134134,0.037008851760428035
FSOL,mnist8-4+9_binary_sparse,7.0,3.0,4,0.8836674093680895,0.028984160771166584,0.04619427952429976
FSOL,mnist8-4+9_binary_sparse,8.0,-1.0,0,0.8822601856195135,0.019954557985115667,0.029564508403112394
FSOL,mnist8-4+9_binary_sparse,8.0,-1.0,1,0.934157843597132,0.020384798732503498,0.02862814146130817
FSOL,mnist8-4+9_binary_sparse,8.0,-1.0,2,0.9041977986999932,0.021053215499630858,0.03022586528944558
FSOL,mnist8-4+9_binary_sparse,8.0,-1.0,3,0.9296430007371173,0.022984789327790304,0.03408909925245666
FSOL,mnist8-4+9_binary_sparse,8.0,-1.0,4,0.8933630134691416,0.019012583489636244,0.02980646350473932
FSOL,mnist8-4+9_binary_sparse,8.0,-2.0,0,0.8992222575889567,0.019149092818381883,0.02745443948118789
FSOL,mnist8-4+9_binary_sparse,8.0,-2.0,1,0.8981291462842592,0.018553295116250226,0.026487543192552497
FSOL,mnist8-4+9_binary_sparse,8.0,-2.0,2,0.9259825437244522,0.021511612332746916,0.03465496906644148
FSOL,mnist8-4+9_binary_sparse,8.0,-2.0,3,0.920682419754741,0.020853541579447778,0.02989930068417018
FSOL,mnist8-4+9_binary_sparse,8.0,-2.0,4,0.8860316290290157,0.02198616055819207,0.03254095827784985
FSOL,mnist8-4+9_binary_sparse,8.0,-3.0,0,0.9205358339475976,0.021125896765110366,0.03381726156574641
FSOL,mnist8-4+9_binary_sparse,8.0,-3.0,1,0.9287216042350732,0.019783973157920222,0.02887310229822029
FSOL,mnist8-4+9_binary_sparse,8.0,-3.0,2,0.9100717014005228,0.02207626832592113,0.0318121868591024
FSOL,mnist8-4+9_binary_sparse,8.0,-3.0,3,0.932595657709576,0.019307973587850007,0.02803543537750837
FSOL,mnist8-4+9_binary_sparse,8.0,-3.0,4,0.9226906453126048,0.022103729839579155,0.031470911261267186
FSOL,mnist8-4+9_binary_sparse,8.0,-inf,0,0.9158367117871742,0.022080643093291483,0.033322862149046235
FSOL,mnist8-4+9_binary_sparse,8.0,-inf,1,0.9325893754606982,0.01856186841628615,0.026557635451308247
FSOL,mnist8-4+9_binary_sparse,8.0,-inf,2,0.925452740735777,0.02209617248078085,0.033049964347721374
FSOL,mnist8-4+9_binary_sparse,8.0,-inf,3,0.9145614152650272,0.024905187802335728,0.03556687319116363
FSOL,mnist8-4+9_binary_sparse,8.0,-inf,4,0.8880775480801447,0.022713636684817084,0.03287775708084268
FSOL,mnist8-4+9_binary_sparse,8.0,0.0,0,0.9062311532533672,0.021147148597121926,0.032055468700375345
FSOL,mnist8-4+9_binary_sparse,8.0,0.0,1,0.9354729276955036,0.020189001975819073,0.028572773621810498
FSOL,mnist8-4+9_binary_sparse,8.0,0.0,2,0.9288346847148696,0.02079062578994602,0.03060327396316446
FSOL,mnist8-4+9_binary_sparse,8.0,0.0,3,0.9312428801179388,0.022169579418573157,0.032696888681713915
FSOL,mnist8-4+9_binary_sparse,8.0,0.0,4,0.9262505863432284,0.022499988389242997,0.03092713993892042
FSOL,mnist8-4+9_binary_sparse,8.0,1.0,0,0.8641945319305769,0.022063237324536585,0.03399199315550771
FSOL,mnist8-4+9_binary_sparse,8.0,1.0,1,0.9316658848756952,0.020723843203693207,0.030860776016643374
FSOL,mnist8-4+9_binary_sparse,8.0,1.0,2,0.9274274609662936,0.021342820952838442,0.032403021565584715
FSOL,mnist8-4+9_binary_sparse,8.0,1.0,3,0.9315130168196744,0.024473578644301396,0.034796153448239164
FSOL,mnist8-4+9_binary_sparse,8.0,1.0,4,0.8982757320914025,0.020804195862191635,0.031923776776577525
FSOL,mnist8-4+9_binary_sparse,8.0,2.0,0,0.9271594183475173,0.02311569024623435,0.036183261348326806
FSOL,mnist8-4+9_binary_sparse,8.0,2.0,1,0.932652197949474,0.018621798582558715,0.027815169451795938
FSOL,mnist8-4+9_binary_sparse,8.0,2.0,2,0.9229670642632178,0.020244588474963552,0.031149537234696056
FSOL,mnist8-4+9_binary_sparse,8.0,2.0,3,0.9348593613884608,0.02417168859551638,0.03380754446445509
FSOL,mnist8-4+9_binary_sparse,8.0,2.0,4,0.8864420692890169,0.02304339255040555,0.03367760717845874
FSOL,mnist8-4+9_binary_sparse,8.0,3.0,0,0.9071902432486766,0.02432741787379833,0.03839106683801247
FSOL,mnist8-4+9_binary_sparse,8.0,3.0,1,0.920946274207599,0.026376737218049374,0.04354653262343424
FSOL,mnist8-4+9_binary_sparse,8.0,3.0,2,0.9316993902030424,0.02215016250083763,0.03372039128171597
FSOL,mnist8-4+9_binary_sparse,8.0,3.0,3,0.9291613616565034,0.022851566257945922,0.03716639929993691
FSOL,mnist8-4+9_binary_sparse,8.0,3.0,4,0.8993164913221202,0.02619935180461017,0.043216335777910876
FSOL,mnist8-4+9_binary_sparse,9.0,-1.0,0,0.9129699122160424,0.019497311860952216,0.029040939464647066
FSOL,mnist8-4+9_binary_sparse,9.0,-1.0,1,0.934157843597132,0.020384798732503498,0.02862814146130817
FSOL,mnist8-4+9_binary_sparse,9.0,-1.0,2,0.927079843195068,0.021986792929778867,0.03441374443544974
FSOL,mnist8-4+9_binary_sparse,9.0,-1.0,3,0.9296430007371173,0.022984789327790304,0.03408909925245666
FSOL,mnist8-4+9_binary_sparse,9.0,-1.0,4,0.9340468572002948,0.020994187240375092,0.031266371515189545
FSOL,mnist8-4+9_binary_sparse,9.0,-2.0,0,0.905954734302754,0.020510982780915666,0.03323238962693361
FSOL,mnist8-4+9_binary_sparse,9.0,-2.0,1,0.9256663371976144,0.017881239620812627,0.02531067184929595
FSOL,mnist8-4+9_binary_sparse,9.0,-2.0,2,0.9156021744957448,0.024296991470406155,0.03866535333469005
FSOL,mnist8-4+9_binary_sparse,9.0,-2.0,3,0.9224770488507672,0.023540291483078516,0.03400950233031985
FSOL,mnist8-4+9_binary_sparse,9.0,-2.0,4,0.9186134657910608,0.022827359902947344,0.03396333536629987
FSOL,mnist8-4+9_binary_sparse,9.0,-3.0,0,0.9131458151846144,0.021558905434033243,0.03235890936456796
FSOL,mnist8-4+9_binary_sparse,9.0,-3.0,1,0.9291655498224216,0.01858110909931708,0.025236972616114847
FSOL,mnist8-4+9_binary_sparse,9.0,-3.0,2,0.9300974167392616,0.022586654396860906,0.03277445274746916
FSOL,mnist8-4+9_binary_sparse,9.0,-3.0,3,0.926267339006902,0.01986272933733101,0.02738801268246167
FSOL,mnist8-4+9_binary_sparse,9.0,-3.0,4,0.9101429002211352,0.020107540075357165,0.03135285166114357
FSOL,mnist8-4+9_binary_sparse,9.0,-inf,0,0.9303172954499764,0.02049658336888446,0.02999111564130959
FSOL,mnist8-4+9_binary_sparse,9.0,-inf,1,0.9278902533002747,0.01906971463413184,0.028352762732367896
FSOL,mnist8-4+9_binary_sparse,9.0,-inf,2,0.921275045232192,0.021429549160940385,0.03196373904528309
FSOL,mnist8-4+9_binary_sparse,9.0,-inf,3,0.9306607250552836,0.023666320030280758,0.033457771828897205
FSOL,mnist8-4+9_binary_sparse,9.0,-inf,4,0.9219011760369898,0.022731332722496996,0.03400453057554075
FSOL,mnist8-4+9_binary_sparse,9.0,0.0,0,0.852367151377069,0.022735230619490256,0.03367155884525938
FSOL,mnist8-4+9_binary_sparse,9.0,0.0,1,0.9233000234537292,0.02096133501810939,0.02940403549197482
FSOL,mnist8-4+9_binary_sparse,9.0,0.0,2,0.9343965690544797,0.02069806110310143,0.030998838199983086
FSOL,mnist8-4+9_binary_sparse,9.0,0.0,3,0.933741121088253,0.02132605792241765,0.031067877801214026
FSOL,mnist8-4+9_binary_sparse,9.0,0.0,4,0.9279614521208872,0.021071564642392043,0.033263909899134386
FSOL,mnist8-4+9_binary_sparse,9.0,1.0,0,0.9049035046572405,0.0210314349635057,0.03012173489111591
FSOL,mnist8-4+9_binary_sparse,9.0,1.0,1,0.9330898612879448,0.019621235958447992,0.028757290581664156
FSOL,mnist8-4+9_binary_sparse,9.0,1.0,2,0.9291090095825236,0.020562350013899673,0.032660869903652565
FSOL,mnist8-4+9_binary_sparse,9.0,1.0,3,0.9359336259465256,0.02235659554027515,0.033347869998252774
FSOL,mnist8-4+9_binary_sparse,9.0,1.0,4,0.91680417811432,0.022082198105389816,0.030178935674543553
FSOL,mnist8-4+9_binary_sparse,9.0,2.0,0,0.8964601621657844,0.02342936728672529,0.03435873796898683
FSOL,mnist8-4+9_binary_sparse,9.0,2.0,1,0.9284368089526236,0.018362816500942444,0.028256419792965816
FSOL,mnist8-4+9_binary_sparse,9.0,2.0,2,0.907988088856128,0.02117768903473474,0.0325368380844789
FSOL,mnist8-4+9_binary_sparse,9.0,2.0,3,0.9352425785699926,0.025394933679355955,0.03819033702908385
FSOL,mnist8-4+9_binary_sparse,9.0,2.0,4,0.8985500569590565,0.02143186094559342,0.032606259104039026
FSOL,mnist8-4+9_binary_sparse,9.0,3.0,0,0.9285331367687464,0.0259362748578014,0.040408747619455475
FSOL,mnist8-4+9_binary_sparse,9.0,3.0,1,0.9293791462842592,0.024557756632562003,0.04353623303238489
FSOL,mnist8-4+9_binary_sparse,9.0,3.0,2,0.9326165985391676,0.022907629627467216,0.03576009484165029
FSOL,mnist8-4+9_binary_sparse,9.0,3.0,3,0.9234319506801582,0.024084898186930548,0.037926564238762096
FSOL,mnist8-4+9_binary_sparse,9.0,3.0,4,0.90925082088052,0.026134694401558366,0.04193367755850186
FSOL,news20_binary_sparse,-1.0,-1.0,0,0.8832470352430266,0.0371851429731739,0.06739081261231342
FSOL,news20_binary_sparse,-1.0,-1.0,1,0.9326874895607148,0.04027189629818856,0.07419676853937651
FSOL,news20_binary_sparse,-1.0,-1.0,2,0.914314347753466,0.043389762786691426,0.07719283895454157
FSOL,news20_binary_sparse,-1.0,-1.0,3,0.9290128611992652,0.034518417355250124,0.06316107857500589
FSOL,news20_binary_sparse,-1.0,-1.0,4,0.9223317187239016,0.0412159351798177,0.07200118132142704
FSOL,news20_binary_sparse,-1.0,-2.0,0,0.9376983464172374,0.035631122333683755,0.0664120151437392
FSOL,news20_binary_sparse,-1.0,-2.0,1,0.9443794888926006,0.0392508932752991,0.07324019263948235
FSOL,news20_binary_sparse,-1.0,-2.0,2,0.9208284616669452,0.042349109344756754,0.07643866086816758
FSOL,news20_binary_sparse,-1.0,-2.0,3,0.9397026891598464,0.03374140703550501,0.0615068685448187
FSOL,news20_binary_sparse,-1.0,-2.0,4,0.9214965759144814,0.03654159174944406,0.06524239445912476
FSOL,news20_binary_sparse,-1.0,-3.0,0,0.9363621179221648,0.036592355331977466,0.06785523964558264
FSOL,news20_binary_sparse,-1.0,-3.0,1,0.946884917320862,0.038466514048412094,0.07112567681566642
FSOL,news20_binary_sparse,-1.0,-3.0,2,0.918824118924336,0.041620406305164476,0.07504857611661762
FSOL,news20_binary_sparse,-1.0,-3.0,3,0.9442124603307166,0.03414915323069264,0.0608805282084103
FSOL,news20_binary_sparse,-1.0,-3.0,4,0.9169868047436112,0.03609372594870584,0.0637443971051516
FSOL,news20_binary_sparse,-1.0,-inf,0,0.9381994321028896,0.03568925482335911,0.06623045700007606
FSOL,news20_binary_sparse,-1.0,-inf,1,0.9485552029397026,0.039867425172841794,0.0743973333817586
FSOL,news20_binary_sparse,-1.0,-inf,2,0.9235009186570904,0.04056665258386637,0.0749907911589537
FSOL,news20_binary_sparse,-1.0,-inf,3,0.943043260397528,0.03287351352767599,0.05941385722457157
FSOL,news20_binary_sparse,-1.0,-inf,4,0.9196592617337565,0.03921241120466894,0.06785534444791208
FSOL,news20_binary_sparse,-1.0,0.0,0,0.86170035075998,0.03491142573615382,0.0644571280208008
FSOL,news20_binary_sparse,-1.0,0.0,1,0.8920995490228829,0.024731689903287186,0.04946672534761095
FSOL,news20_binary_sparse,-1.0,0.0,2,0.8465007516285284,0.03443899691160914,0.06816944543442656
FSOL,news20_binary_sparse,-1.0,0.0,3,0.8809086353766494,0.033047910996702005,0.05880937460134323
FSOL,news20_binary_sparse,-1.0,0.0,4,0.8859194922331719,0.03518161899802513,0.06877450574061335
FSOL,news20_binary_sparse,-1.0,1.0,0,0.6856522465341574,0.06405381594762509,0.16478335888346882
FSOL,news20_binary_sparse,-1.0,1.0,1,0.8030733255386671,0.025581570526991487,0.083757413734044
FSOL,news20_binary_sparse,-1.0,1.0,2,0.6784700183731418,0.05309625102755316,0.14502921117843567
FSOL,news20_binary_sparse,-1.0,1.0,3,0.7165525304827125,0.0601916898377858,0.16046237025719662
FSOL,news20_binary_sparse,-1.0,1.0,4,0.7897110405879405,0.05319040928547801,0.15167902184280932
FSOL,news20_binary_sparse,-1.0,2.0,0,0.0,0.24850001801288413,0.35316757341772753
FSOL,news20_binary_sparse,-1.0,2.0,1,0.0,0.0,0.0
FSOL,news20_binary_sparse,-1.0,2.0,2,0.0,0.0,0.0
FSOL,news20_binary_sparse,-1.0,2.0,3,0.0,0.0,0.0
FSOL,news20_binary_sparse,-1.0,2.0,4,0.0,0.0,0.0
FSOL,news20_binary_sparse,-1.0,3.0,0,0.0,0.0,0.0
FSOL,news20_binary_sparse,-1.0,3.0,1,0.0,0.0,0.0
FSOL,news20_binary_sparse,-1.0,3.0,2,0.0,0.0,0.0
FSOL,news20_binary_sparse,-1.0,3.0,3,0.0,0.0,0.0
FSOL,news20_binary_sparse,-1.0,3.0,4,0.0,0.0,0.0
FSOL,news20_binary_sparse,-2.0,-1.0,0,0.914314347753466,0.0391649226919764,0.07137497461534027
FSOL,news20_binary_sparse,-2.0,-1.0,1,0.9128110906965092,0.03365707398710277,0.0719977661565009
FSOL,news20_binary_sparse,-2.0,-1.0,2,0.8857524636712878,0.028446437870287587,0.054442626774640665
FSOL,news20_binary_sparse,-2.0,-1.0,3,0.90262234842158,0.02873710031866429,0.05164680614037974
FSOL,news20_binary_sparse,-2.0,-1.0,4,0.902455319859696,0.030282114516092053,0.05922071061552362
FSOL,news20_binary_sparse,-2.0,-2.0,0,0.9245030900283948,0.038544296957132636,0.07141781215564764
FSOL,news20_binary_sparse,-2.0,-2.0,1,0.9263404042091198,0.03250097433327764,0.06907622394118067
FSOL,news20_binary_sparse,-2.0,-2.0,2,0.8987806914982462,0.029910394089153955,0.056128362182454344
FSOL,news20_binary_sparse,-2.0,-2.0,3,0.9154835476866544,0.028607735059950155,0.05238769163200397
FSOL,news20_binary_sparse,-2.0,-2.0,4,0.9088024052112912,0.0281574129568313,0.05405340812210254
FSOL,news20_binary_sparse,-2.0,-3.0,0,0.927008518456656,0.03773781100881976,0.0704516691066187
FSOL,news20_binary_sparse,-2.0,-3.0,1,0.9275096041423084,0.031438214169917156,0.066996415808391
FSOL,news20_binary_sparse,-2.0,-3.0,2,0.8974444630031736,0.030264920399427526,0.05687607590743127
FSOL,news20_binary_sparse,-2.0,-3.0,3,0.9151494905628864,0.028774763621834242,0.05309863011434405
FSOL,news20_binary_sparse,-2.0,-3.0,4,0.9116418907633204,0.028408774567117635,0.054902868972955696
FSOL,news20_binary_sparse,-2.0,-inf,0,0.9091364623350592,0.03876372663647051,0.07189117355683813
